,wind_direction,wind_speed,turbulence_intensity,yaw_angles_opt,farm_power_opt,farm_power_baseline
3,15.0,8.263276378937068,0.06,"[  0.      0.      0.     11.25  -15.     22.5     0.      0.      0.
   0.    -24.375 -15.      0.    -11.25    0.      0.   ]",26789516.75564263,25772120.381077442
4,20.0,8.263276378937068,0.06,"[  0.      0.      0.    -11.25  -30.      0.      0.      0.      0.
   0.    -30.    -24.375 -24.375  15.      0.      0.   ]",25264712.737099543,23173053.01810941
5,25.0,8.263276378937068,0.06,"[  0.     0.     0.     7.5  -30.   -22.5    0.     0.     0.     0.
 -30.   -22.5  -30.     0.   -18.75   0.  ]",22274660.970358696,20302792.80096986
6,30.0,8.263276378937068,0.06,"[  0.      0.      0.    -15.     30.    -24.375   0.      0.      0.
   0.     30.     22.5    30.    -18.75  -30.      0.   ]",21590825.092683673,19605002.15081612
7,35.0,8.263276378937068,0.06,"[  0.      0.      0.    -22.5    30.    -30.      0.      0.      0.
   0.     18.75   30.     15.    -30.     24.375   0.   ]",23164312.006928995,19599128.237813555
8,40.0,8.263276378937068,0.06,"[ 0.    0.    0.   18.75 18.75 11.25  0.    0.    0.    0.    7.5  18.75
 11.25  0.    0.    0.  ]",22879793.801328618,21933535.783502296
9,45.0,8.263276378937068,0.06,"[ 0.     0.     0.    28.125  0.     0.     0.     0.     0.     0.
  0.     7.5    0.    11.25   0.     0.   ]",23886713.394249223,23385307.999243263
10,50.0,8.263276378937068,0.06,"[  0.     0.   -11.25   0.     0.    30.     0.     0.     0.     0.
   0.     0.     0.    30.     0.    -7.5 ]",24299045.935975023,24001980.511665873
11,55.0,8.263276378937068,0.06,"[  0.      0.    -30.      7.5     0.     24.375   0.      0.      0.
   0.      0.      0.    -18.75   30.      0.     22.5  ]",24405011.555763498,22823984.03820432
12,60.0,8.263276378937068,0.06,"[  0.      0.     28.125 -15.      0.    -11.25   -7.5     0.      0.
   0.      0.      0.    -30.     30.      0.      0.   ]",25105066.18749232,23802803.10638307
13,65.0,8.263276378937068,0.06,"[  0.      0.     22.5    11.25    0.     11.25   24.375   0.      0.
   0.      0.    -15.     30.     18.75    0.      0.   ]",24958684.768947747,23882114.985500053
14,70.0,8.263276378937068,0.06,"[  0.      0.      0.    -22.5     0.      0.      0.      0.      0.
   0.      0.     24.375  30.      7.5     0.     -7.5  ]",25862712.048649274,24953611.493657682
15,75.0,8.263276378937068,0.06,"[-22.5     0.    -15.     18.75    0.    -24.375   0.      0.      0.
   0.      0.     15.     28.125   0.      0.    -24.375]",26018145.08061277,23892628.05021622
16,80.0,8.263276378937068,0.06,"[  7.5   -11.25  -30.      0.      0.     28.125   0.      0.      0.
   0.      0.      0.     11.25    0.      0.     30.   ]",25931004.960723154,24526301.243375655
17,85.0,8.263276378937068,0.06,"[  0.     15.      0.      0.      0.      0.      0.      0.      0.
   0.    -24.375   0.      0.    -18.75    0.     15.   ]",26061257.52591884,24902808.81132231
18,90.0,8.263276378937068,0.06,"[  0.     0.    30.     0.     0.   -15.   -15.   -11.25   0.     0.
  30.     0.     0.    30.     0.     0.  ]",26132975.52317825,24392924.48539582
19,95.0,8.263276378937068,0.06,"[  0.     0.    18.75   0.     0.   -30.   -30.     0.     0.     0.
   0.     0.   -22.5   18.75   0.     0.  ]",26436207.73756727,24702436.58598823
20,100.0,8.263276378937068,0.06,"[ 0.    -7.5    0.     0.     0.    24.375 18.75   0.     0.     0.
  0.     0.     0.     0.     0.     0.   ]",27539329.599662706,26555721.34714602
21,105.0,8.263276378937068,0.06,"[-18.75  -22.5   -24.375   0.      0.      0.      0.     -7.5     0.
   0.      0.      0.    -30.      0.      0.    -24.375]",26385095.67735575,24514107.994165763
22,110.0,8.263276378937068,0.06,"[ 18.75 -30.    18.75   0.    -7.5    0.     0.   -18.75   0.     0.
   0.     0.    30.   -18.75   0.   -30.  ]",24408100.353889972,21880447.164145447
23,115.0,8.263276378937068,0.06,"[  0.   -30.     0.     0.   -15.     0.     0.   -30.     0.     0.
   0.     0.    18.75 -30.     0.    30.  ]",23228966.460613422,21036295.12791331
24,120.0,8.263276378937068,0.06,"[  0.    -15.      0.      0.     30.      0.    -18.75  -15.      0.
   0.      0.      0.      0.     28.125   0.      7.5  ]",23412429.4360473,22330392.84192072
25,125.0,8.263276378937068,0.06,"[-15.     30.      0.      0.     18.75    0.     30.     28.125   0.
   0.      0.      0.      0.     11.25    0.      0.   ]",24630805.529105462,23117840.698490754
26,130.0,8.263276378937068,0.06,"[18.75 30.   -7.5   0.    7.5   0.    0.   11.25  0.    0.    0.    0.
 -7.5   0.    0.    0.  ]",25199699.755998522,24594753.921985142
27,135.0,8.263276378937068,0.06,"[  0.     15.    -15.      0.      0.      0.    -18.75    0.      0.
   0.      0.      0.    -24.375   0.      0.    -11.25 ]",25027354.40606177,24006192.971302137
28,140.0,8.263276378937068,0.06,"[-24.375  30.    -28.125   0.      0.      0.    -30.      7.5     0.
   0.      0.      0.    -28.125   0.      0.    -22.5  ]",23713285.265050072,22038907.052981585
29,145.0,8.263276378937068,0.06,"[-11.25   0.   -30.     0.     0.     0.   -30.   -18.75   0.     0.
   0.     0.    18.75   0.   -22.5  -30.  ]",22441333.07259281,20813255.79117726
30,150.0,8.263276378937068,0.06,"[ 22.5 -15.    0.    0.    0.    0.   30.   15.    0.    0.    0.    0.
   0.    0.   30.   30. ]",21535592.186532777,20115237.859366126
31,155.0,8.263276378937068,0.06,"[ 30.   -11.25  30.     0.     0.     0.    30.   -15.     0.     0.
   0.     0.     0.     0.    15.    30.  ]",23458846.077135608,21986816.73371371
32,160.0,8.263276378937068,0.06,"[30.    28.125 18.75   0.     0.     0.    30.    15.     0.     0.
  0.     0.     0.     0.     0.    30.   ]",24551027.918819197,22322970.493193984
33,165.0,8.263276378937068,0.06,"[ 11.25   0.     0.     0.     0.     0.    22.5  -15.     0.     0.
   0.     0.     0.     0.     0.    30.  ]",26394230.88379219,25353146.764638416
34,170.0,8.263276378937068,0.06,"[-15.    -24.375 -18.75    0.      0.      0.     11.25   11.25    0.
   0.      0.      0.      0.      0.      0.     22.5  ]",26858564.94185646,25829567.27810567
35,175.0,8.263276378937068,0.06,"[-30.     0.    22.5    0.     0.     0.     0.     0.     0.   -11.25
   0.     0.     0.     0.     0.     0.  ]",26563901.22594457,26093160.909220617
36,180.0,8.263276378937068,0.06,"[ 15.     22.5    18.75    0.      0.      0.    -15.      0.      0.
  24.375   0.      0.      0.      0.      0.     15.   ]",26268019.97393664,25707578.783727013
37,185.0,8.263276378937068,0.06,"[-22.5    7.5    0.     0.     0.     0.   -30.     0.     0.    11.25
   0.     0.     0.     0.     0.     0.  ]",27814480.460189857,26824741.26636198
38,190.0,8.263276378937068,0.06,"[  0.   -15.     0.     0.    -7.5    0.    30.     0.     0.     0.
 -11.25   0.     0.     0.     0.     0.  ]",27184828.90547946,26371759.54645537
39,195.0,8.263276378937068,0.06,"[ 24.375  11.25    0.      0.    -22.5     0.    -18.75    0.      0.
   0.    -22.5     0.      0.      0.    -11.25    0.   ]",26546415.290164225,25452380.75326658
40,200.0,8.263276378937068,0.06,"[-11.25    0.      0.      0.    -30.      0.     30.      0.      0.
   0.    -30.      0.      0.      0.    -22.5   -24.375]",24664491.56852911,22457769.10620861
41,205.0,8.263276378937068,0.06,"[  7.5    0.     0.     0.    30.     0.    18.75   0.     0.   -15.
 -30.     0.   -15.     0.   -30.   -30.  ]",22222990.683000825,20508561.220300853
42,210.0,8.263276378937068,0.06,"[  0.      0.      0.      0.     30.      0.     15.      0.      0.
 -30.     30.      0.    -30.    -28.125  22.5   -22.5  ]",21120693.009266492,18967675.481341653
43,215.0,8.263276378937068,0.06,"[  0.      0.      0.      0.     18.75  -28.125   0.      0.      0.
  22.5    30.      0.    -11.25  -30.     30.     30.   ]",22924395.57025606,19646533.743414886
44,220.0,8.263276378937068,0.06,"[  0.     0.     0.     0.     7.5   30.     0.     0.     0.     0.
  18.75   0.   -30.    22.5   18.75  15.  ]",23860123.532754697,22940294.589160066
45,225.0,8.263276378937068,0.06,"[  0.     0.   -11.25   0.     0.     0.     0.     0.     0.   -22.5
   7.5    0.     0.    18.75   7.5    0.  ]",24178267.323134936,23817971.46691368
46,230.0,8.263276378937068,0.06,"[  0.   0. -15.   0.   0.   0.   0.   0.   0.   0.   0.   0.  30.  30.
 -15.   0.]",25122911.65284006,24204944.758524217
47,235.0,8.263276378937068,0.06,"[  0.      0.    -30.      0.     11.25    0.      0.      0.      0.
  22.5     0.      0.     22.5    24.375 -28.125   0.   ]",24526519.13973847,22254341.917439677
48,240.0,8.263276378937068,0.06,"[  0.      0.    -30.      0.    -11.25    0.      0.      0.      0.
   0.    -15.      0.     18.75   18.75   28.125   0.   ]",24779267.626535755,23391392.66848167
49,245.0,8.263276378937068,0.06,"[  0.     0.    22.5    0.    22.5    0.     0.     0.   -15.    22.5
  15.     0.    15.    11.25  11.25   0.  ]",24842027.982813228,23810376.95899745
50,250.0,8.263276378937068,0.06,"[  0.     0.    15.     0.    22.5    0.     0.     0.    30.     0.
   0.   -18.75  15.     0.    -7.5    0.  ]",25156953.478194132,24496609.934810814
51,255.0,8.263276378937068,0.06,"[  0.      0.      7.5     0.    -30.      0.      0.      0.     11.25
 -22.5   -18.75   15.      0.      0.    -24.375   0.   ]",25208656.187405072,23360786.995342545
52,260.0,8.263276378937068,0.06,"[  0.     0.    18.75   0.    18.75   0.     0.     0.   -15.     0.
   0.     0.     0.     0.    30.     0.  ]",24957986.145385228,24014331.86796671
53,265.0,8.263276378937068,0.06,"[  0.     0.    15.     0.    15.     0.     0.     0.   -30.    11.25
 -22.5    0.     0.     0.    15.     0.  ]",25232089.126061514,24142525.11988581
54,270.0,8.263276378937068,0.06,"[  0.     0.     0.     0.    30.     0.     0.     0.    18.75   0.
  30.   -15.     0.     0.   -11.25   0.  ]",25594900.378503233,24360491.623436928
55,275.0,8.263276378937068,0.06,"[  0.     0.     0.     0.    18.75   0.     0.     0.    22.5    0.
  18.75 -30.     0.     0.   -30.     0.  ]",26135319.839357905,24576303.13197068
56,280.0,8.263276378937068,0.06,"[-11.25    0.      0.      0.      0.      0.      0.      0.      0.
   0.     -7.5    24.375   0.      0.     15.      0.   ]",27444881.467033602,26539426.280401718
57,285.0,8.263276378937068,0.06,"[-22.5   -11.25    0.      0.    -24.375   0.      0.      0.    -24.375
   0.    -30.      0.      0.      0.    -15.      0.   ]",26123273.132104132,23976928.036333907
58,290.0,8.263276378937068,0.06,"[-28.125 -18.75    0.      0.    -30.      0.      0.      0.     11.25
   0.     30.    -18.75    0.      0.     30.      0.   ]",23876382.6750243,21593009.943436883
59,295.0,8.263276378937068,0.06,"[-22.5   -30.      0.      0.     24.375   0.      0.      0.    -28.125
   0.     18.75  -30.      0.      0.      0.      0.   ]",23367902.452521738,21340855.433856383
60,300.0,8.263276378937068,0.06,"[28.125 30.     0.     0.    30.     0.     0.     0.    30.     0.
  0.    28.125  0.     0.     0.     0.   ]",23278488.184891358,21695487.116144836
61,305.0,8.263276378937068,0.06,"[ 22.5    28.125   0.      0.     30.      0.    -18.75    0.     22.5
   0.      0.     11.25    0.      0.      0.      0.   ]",25565685.185972694,23937205.623738356
62,310.0,8.263276378937068,0.06,"[  7.5    11.25   -7.5     0.     18.75    0.    -28.125   0.      0.
   0.      0.      0.      0.      0.      0.    -15.   ]",26149057.06254423,25718633.176280443
63,315.0,8.263276378937068,0.06,"[  0.      0.    -15.      0.      0.      0.    -30.      0.      0.
   0.    -18.75  -24.375   0.      0.      0.    -24.375]",25399423.30796665,23787525.779486556
64,320.0,8.263276378937068,0.06,"[  0.      0.    -28.125   0.      0.      0.    -30.      0.      0.
   0.    -28.125 -30.      0.      0.      0.    -30.   ]",22986783.22736326,20889746.493579015
65,325.0,8.263276378937068,0.06,"[  0.      0.      0.      0.      0.      0.    -30.      0.    -22.5
   0.      0.     28.125  -7.5     0.      0.      0.   ]",21304863.574405354,19871076.96957755
66,330.0,8.263276378937068,0.06,"[  0.     0.   -30.     0.     0.     0.     0.     0.    30.     0.
  30.     0.    11.25   0.     0.     0.  ]",21300480.755310375,20256850.439207394
67,335.0,8.263276378937068,0.06,"[  0.      0.     11.25    0.      0.      0.     30.      0.     15.
   0.     24.375  15.    -15.    -15.      0.     30.   ]",23814496.509510208,21808376.111681007
68,340.0,8.263276378937068,0.06,"[  0.      0.     28.125   0.      0.      0.     24.375   0.      0.
   0.      7.5   -15.     28.125  18.75    0.     30.   ]",25226483.1178774,23248680.194105677
69,345.0,8.263276378937068,0.06,"[  0.     0.    22.5    0.     0.   -18.75  18.75   0.     0.     0.
   0.   -22.5    0.     0.     0.    11.25]",26161734.78339878,25394415.21786233
70,350.0,8.263276378937068,0.06,"[  0.      0.      0.      0.      0.     11.25   11.25    0.      0.
   0.      0.    -30.    -15.    -24.375   0.     11.25 ]",26267130.917565547,25101742.544734277
71,355.0,8.263276378937068,0.06,"[  0.     0.    15.     0.     0.     0.     0.     0.   -11.25   0.
   0.    30.   -30.    11.25   0.     0.  ]",26893816.813350096,25640360.15070507
0,0.0,7.784657009548731,0.06,"[  0.      0.      0.      0.      0.    -22.5     0.      0.     24.375
   0.      0.     18.75    0.      0.      0.      0.   ]",21515449.388837546,21004751.53416346
1,5.0,7.784657009548731,0.06,"[  0.     0.     0.     0.     0.     7.5    0.     0.    11.25   0.
   0.     0.   -30.   -22.5    0.     0.  ]",23192555.44967295,22373626.493100516
2,10.0,7.784657009548731,0.06,"[  0.      0.      0.    -15.      0.      0.      0.      0.      0.
   0.    -11.25   -7.5    28.125  15.      0.      0.   ]",23133879.669367872,22242801.35001919
3,15.0,7.784657009548731,0.06,"[  0.      0.      0.     11.25  -15.     24.375   0.      0.      0.
   0.    -24.375 -15.      0.    -11.25    0.      0.   ]",22388726.40474671,21493737.218988337
4,20.0,7.784657009548731,0.06,"[  0.      0.      0.    -11.25  -30.      0.      0.      0.      0.
   0.    -30.    -24.375 -24.375  15.      0.      0.   ]",21092954.919208985,19328051.362100646
5,25.0,7.784657009548731,0.06,"[  0.    0.    0.    7.5 -30.  -22.5   0.    0.    0.    0.  -30.  -22.5
 -30.    0.  -22.5   0. ]",18582870.63950388,17023120.91777823
6,30.0,7.784657009548731,0.06,"[  0.      0.      0.    -15.     30.    -24.375   0.      0.      0.
   0.     30.     22.5    30.    -18.75  -30.      0.   ]",18008000.10766544,16318331.266131189
7,35.0,7.784657009548731,0.06,"[  0.      0.      0.    -22.5    30.    -30.      0.      0.      0.
   0.     18.75   30.     15.    -30.     24.375   0.   ]",19331874.78781831,16325164.159795746
8,40.0,7.784657009548731,0.06,"[  0.      0.      0.     24.375  18.75   15.      0.      0.      0.
   0.      7.5    18.75   11.25  -30.      0.      0.   ]",19161461.133947846,18268537.497320686
9,45.0,7.784657009548731,0.06,"[ 0.     0.     0.    28.125  0.     0.     0.     0.     0.     0.
  0.     7.5    0.    11.25   0.     0.   ]",19944388.17116177,19589657.973422453
10,50.0,7.784657009548731,0.06,"[  0.     0.   -11.25   0.     0.    30.     0.     0.     0.     0.
   0.     0.   -30.     0.     0.    -7.5 ]",20379014.399598982,20029002.03358692
11,55.0,7.784657009548731,0.06,"[  0.      0.    -30.      7.5     0.     24.375   0.      0.      0.
   0.      0.      0.    -22.5    30.      0.     22.5  ]",20369162.869082276,19039030.633388773
12,60.0,7.784657009548731,0.06,"[  0.     0.    30.   -15.     0.   -11.25  -7.5    0.     0.     0.
   0.     0.   -30.    30.     0.     0.  ]",20963179.69866839,19858920.592417408
13,65.0,7.784657009548731,0.06,"[  0.      0.     22.5    11.25    0.     11.25   24.375   0.      0.
   0.      0.    -15.     30.     18.75    0.      0.   ]",20837067.99031856,19902576.134641826
14,70.0,7.784657009548731,0.06,"[  0.      0.      0.    -22.5     0.      0.      0.      0.      0.
   0.      0.     24.375  30.      7.5     0.     -7.5  ]",21606076.550862104,20806844.968678977
15,75.0,7.784657009548731,0.06,"[-22.5     0.    -15.     18.75    0.    -24.375   0.      0.      0.
   0.      0.     15.     28.125   0.      0.    -24.375]",21749483.36512244,19916707.631912433
16,80.0,7.784657009548731,0.06,"[  7.5   -11.25  -30.      0.      0.     28.125   0.      0.      0.
   0.     -7.5     0.     11.25    0.      0.     30.   ]",21705211.953611076,20455058.62218846
17,85.0,7.784657009548731,0.06,"[  0.     15.      0.      0.      0.      0.      0.      0.      0.
   0.    -24.375   0.      0.    -18.75    0.     18.75 ]",21780089.624003377,20782899.401301246
18,90.0,7.784657009548731,0.06,"[  0.   0.  30.   0.   0. -15. -15. -15.   0.   0.  30.   0.   0.  30.
   0.   0.]",21851374.650706977,20351540.440636568
19,95.0,7.784657009548731,0.06,"[  0.     0.    18.75   0.     0.   -30.   -30.     0.     0.     0.
   0.     0.   -22.5   18.75   0.     0.  ]",22107633.657213442,20609184.03513466
